BMI_CLASS,UNIT_NUM,STUB_NAME_NUM,STUB_LABEL_NUM,YEAR_NUM,AGE_NUM,ESTIMATE,SE,FLAG
1,2,6,6.14,3,1.4,22.2,2.3,0
1,2,6,6.14,4,1.4,19.3,2.2,0
1,2,6,6.14,5,1.4,18.5,1.9,0
1,2,6,6.14,6,1.4,19.4,2.2,0
1,2,6,6.14,7,1.4,21.9,1.9,0
1,2,6,6.14,8,1.4,22.7,1.4,0
1,2,6,6.14,9,1.4,22.3,2.0,0
1,2,6,6.14,10,1.4,21.5,2.6,1
1,2,6,6.15,1,1.5,30.1,2.2,0
1,2,6,6.15,2,1.5,22.8,1.8,0
1,2,6,6.15,3,1.5,23.1,1.9,0
1,2,6,6.15,4,1.5,21.2,1.9,0
1,2,6,6.15,5,1.5,20.2,1.8,0
1,2,6,6.15,6,1.5,21.6,2.0,0
1,2,6,6.15,7,1.5,22.4,2.2,0
1,2,6,6.15,8,1.5,22.2,2.2,0
1,2,6,6.15,9,1.5,19.3,2.5,0
1,2,6,6.15,10,1.5,15.6,2.4,1
1,2,6,6.16,1,1.6,40.9,1.9,0
1,2,6,6.16,2,1.6,32.0,2.2,0
1,2,6,6.16,3,1.6,32.1,2.1,0
1,2,6,6.16,4,1.6,33.1,1.9,0
1,2,6,6.16,5,1.6,28.1,2.6,0
1,2,6,6.16,6,1.6,25.4,2.4,0
1,2,6,6.16,7,1.6,28.2,2.1,0
1,2,6,6.16,8,1.6,28.1,2.4,0
1,2,6,6.16,9,1.6,24.3,2.4,0
1,2,6,6.16,10,1.6,24.7,2.4,1
1,2,6,6.21,1,1.1,57.9,1.3,0
1,2,6,6.21,2,1.1,42.5,1.9,0
1,2,6,6.21,3,1.1,44.2,1.8,0
1,2,6,6.21,4,1.1,45.1,1.7,0
1,2,6,6.21,5,1.1,40.5,1.8,0
1,2,6,6.21,6,1.1,41.1,2.1,0
1,2,6,6.21,7,1.1,40.8,2.3,0
1,2,6,6.21,8,1.1,38.1,2.2,0
1,2,6,6.21,9,1.1,37.5,1.9,0
1,2,6,6.21,10,1.1,36.6,2.2,1
1,2,6,6.22,1,1.2,47.1,2.5,0
1,2,6,6.22,2,1.2,37.1,2.3,0
1,2,6,6.22,3,1.2,38.3,1.8,0
1,2,6,6.22,4,1.2,37.6,2.4,0
1,2,6,6.22,5,1.2,36.2,2.2,0
1,2,6,6.22,6,1.2,34.4,1.9,0
1,2,6,6.22,7,1.2,35.2,1.8,0
1,2,6,6.22,8,1.2,32.5,1.6,0
1,2,6,6.22,9,1.2,31.3,2.2,0
1,2,6,6.22,10,1.2,28.3,2.5,1
1,2,6,6.23,1,1.3,37.2,2.3,0
1,2,6,6.23,2,1.3,33.1,2.1,0
1,2,6,6.23,3,1.3,31.0,2.0,0
1,2,6,6.23,4,1.3,31.1,2.1,0
1,2,6,6.23,5,1.3,32.1,2.0,0
1,2,6,6.23,6,1.3,30.7,2.0,0
1,2,6,6.23,7,1.3,27.3,2.1,0
1,2,6,6.23,8,1.3,27.8,2.3,0
1,2,6,6.23,9,1.3,29.3,2.5,0
1,2,6,6.23,10,1.3,27.1,2.5,1
1,2,6,6.24,1,1.4,31.5,1.5,0
1,2,6,6.24,2,1.4,27.6,2.4,0
1,2,6,6.24,3,1.4,29.2,2.6,0
1,2,6,6.24,4,1.4,29.5,2.2,0
1,2,6,6.24,5,1.4,29.9,1.8,0
1,2,6,6.24,6,1.4,26.7,1.8,0
1,2,6,6.24,7,1.4,23.8,2.1,0
1,2,6,6.24,8,1.4,24.2,2.0,0
1,2,6,6.24,9,1.4,23.8,1.8,0
1,2,6,6.24,10,1.4,25.6,2.2,1
1,2,6,6.25,1,1.5,37.0,2.0,0
1,2,6,6.25,2,1.5,26.4,3.2,0
1,2,6,6.25,3,1.5,27.0,2.2,0
1,2,6,6.25,4,1.5,28.5,2.2,0
1,2,6,6.25,5,1.5,28.8,3.0,0
1,2,6,6.25,6,1.5,23.9,2.5,0
1,2,6,6.25,7,1.5,23.5,1.8,0
1,2,6,6.25,8,1.5,26.9,2.3,0
1,2,6,6.25,9,1.5,23.9,2.1,0
1,2,6,6.25,10,1.5,20.9,2.0,1
1,2,6,6.26,1,1.6,43.0,1.6,0
1,2,6,6.26,2,1.6,36.9,3.3,0
1,2,6,6.26,3,1.6,34.6,3.2,0
1,2,6,6.26,4,1.6,35.4,2.9,0
1,2,6,6.26,5,1.6,36.3,2.7,0
1,2,6,6.26,6,1.6,35.4,1.9,0
1,2,6,6.26,7,1.6,35.3,2.2,0
1,2,6,6.26,8,1.6,32.9,2.2,0
1,2,6,6.26,9,1.6,31.0,2.2,0
1,2,6,6.26,10,1.6,29.0,2.4,1
2,1,1,1.1,1,1.0,56.0,0.8,0
2,1,1,1.1,2,1.0,65.1,0.8,0
2,1,1,1.1,3,1.0,66.0,0.6,0
2,1,1,1.1,4,1.0,66.7,0.8,0
2,1,1,1.1,5,1.0,67.5,0.7,0
2,1,1,1.1,6,1.0,68.5,0.8,0
2,1,1,1.1,7,1.0,68.7,1.0,0
2,1,1,1.1,8,1.0,69.5,0.9,0
2,1,1,1.1,9,1.0,70.9,0.9,0
2,1,1,1.1,10,1.0,72.5,1.0,1
2,1,2,2.1,1,1.0,60.9,1.0,0
2,1,2,2.1,2,1.0,68.8,0.9,0
2,1,2,2.1,3,1.0,70.5,0.9,0
2,1,2,2.1,4,1.0,72.1,1.0,0
2,1,2,2.1,5,1.0,72.9,0.8,0
2,1,2,2.1,6,1.0,73.3,1.0,0
2,1,2,2.1,7,1.0,72.9,1.2,0
2,1,2,2.1,8,1.0,73.0,0.9,0
2,1,2,2.1,9,1.0,74.6,0.9,0
2,1,2,2.1,10,1.0,76.4,1.1,1
2,1,2,2.2,1,1.0,51.4,1.0,0
2,1,2,2.2,2,1.0,61.6,1.2,0
2,1,2,2.2,3,1.0,61.6,1.1,0
2,1,2,2.2,4,1.0,61.3,1.3,0
2,1,2,2.2,5,1.0,62.5,1.1,0
2,1,2,2.2,6,1.0,63.9,0.9,0
2,1,2,2.2,7,1.0,64.6,1.1,0
2,1,2,2.2,8,1.0,66.2,1.1,0
2,1,2,2.2,9,1.0,67.4,1.2,0
2,1,2,2.2,10,1.0,68.8,1.3,1
2,1,3,3.11,1,1.0,54.4,1.0,0
2,1,3,3.11,2,1.0,63.3,1.2,0
2,1,3,3.11,3,1.0,64.3,0.9,0
2,1,3,3.11,4,1.0,64.8,1.1,0
2,1,3,3.11,5,1.0,66.0,1.0,0
2,1,3,3.11,6,1.0,66.8,1.0,0
2,1,3,3.11,7,1.0,67.0,1.3,0
2,1,3,3.11,8,1.0,68.5,1.1,0
2,1,3,3.11,9,1.0,69.8,0.9,0
2,1,3,3.11,10,1.0,70.5,1.3,1
2,1,4,3.111,1,1.0,61.6,1.2,0
2,1,4,3.111,2,1.0,69.4,1.2,0
2,1,4,3.111,3,1.0,71.0,1.1,0
2,1,4,3.111,4,1.0,71.8,1.2,0
2,1,4,3.111,5,1.0,72.9,1.0,0
2,1,4,3.111,6,1.0,73.6,1.3,0
2,1,4,3.111,7,1.0,73.2,1.5,0
2,1,4,3.111,8,1.0,73.7,1.1,0
2,1,4,3.111,9,1.0,75.3,1.0,0
2,1,4,3.111,10,1.0,75.5,1.5,1
2,1,4,3.112,1,1.0,47.5,1.3,0
2,1,4,3.112,2,1.0,57.2,1.7,0
2,1,4,3.112,3,1.0,57.6,1.6,0
2,1,4,3.112,4,1.0,57.9,1.8,0
2,1,4,3.112,5,1.0,59.6,1.6,0
2,1,4,3.112,6,1.0,60.3,1.4,0
2,1,4,3.112,7,1.0,60.9,1.5,0
2,1,4,3.112,8,1.0,63.5,1.4,0
2,1,4,3.112,9,1.0,64.6,1.3,0
2,1,4,3.112,10,1.0,65.8,1.8,1
2,1,3,3.12,1,1.0,63.7,0.9,0
2,1,3,3.12,2,1.0,70.5,1.1,0
2,1,3,3.12,3,1.0,74.0,1.2,0
2,1,3,3.12,4,1.0,76.1,1.1,0
2,1,3,3.12,5,1.0,75.1,1.0,0
2,1,3,3.12,6,1.0,75.5,0.9,0
2,1,3,3.12,7,1.0,76.5,1.1,0
2,1,3,3.12,8,1.0,76.3,1.1,0
2,1,3,3.12,9,1.0,76.1,1.1,0
2,1,3,3.12,10,1.0,76.2,1.1,1
2,1,4,3.121,1,1.0,57.8,1.2,0
2,1,4,3.121,2,1.0,62.6,1.7,0
2,1,4,3.121,3,1.0,67.0,2.0,0
2,1,4,3.121,4,1.0,71.6,2.1,0
2,1,4,3.121,5,1.0,71.7,1.6,0
2,1,4,3.121,6,1.0,70.0,1.1,0
2,1,4,3.121,7,1.0,70.2,1.3,0
2,1,4,3.121,8,1.0,69.6,1.5,0
2,1,4,3.121,9,1.0,70.6,1.7,0
2,1,4,3.121,10,1.0,71.9,1.8,1
2,1,4,3.122,1,1.0,68.2,1.3,0
2,1,4,3.122,2,1.0,77.2,1.5,0
2,1,4,3.122,3,1.0,79.6,1.5,0
2,1,4,3.122,4,1.0,79.8,1.4,0
2,1,4,3.122,5,1.0,78.0,1.3,0
2,1,4,3.122,6,1.0,80.0,1.2,0
2,1,4,3.122,7,1.0,81.8,1.2,0
2,1,4,3.122,8,1.0,82.0,1.2,0
2,1,4,3.122,9,1.0,80.6,1.1,0
2,1,4,3.122,10,1.0,79.6,1.2,1
2,1,3,3.13,1,1.0,0.0,0.0,2
2,1,3,3.13,2,1.0,0.0,0.0,2
2,1,3,3.13,3,1.0,0.0,0.0,2
2,1,3,3.13,4,1.0,0.0,0.0,2
2,1,3,3.13,5,1.0,0.0,0.0,2
2,1,3,3.13,6,1.0,0.0,0.0,2
2,1,3,3.13,7,1.0,0.0,0.0,2
2,1,3,3.13,8,1.0,40.3,1.3,0
2,1,3,3.13,9,1.0,42.7,1.3,0
2,1,3,3.13,10,1.0,49.6,1.3,1
2,1,4,3.131,1,1.0,0.0,0.0,2
2,1,4,3.131,2,1.0,0.0,0.0,2
2,1,4,3.131,3,1.0,0.0,0.0,2
2,1,4,3.131,4,1.0,0.0,0.0,2
2,1,4,3.131,5,1.0,0.0,0.0,2
2,1,4,3.131,6,1.0,0.0,0.0,2
2,1,4,3.131,7,1.0,0.0,0.0,2
2,1,4,3.131,8,1.0,46.9,2.0,0
2,1,4,3.131,9,1.0,49.9,1.9,0
2,1,4,3.131,10,1.0,56.5,1.7,1
2,1,4,3.132,1,1.0,0.0,0.0,2
2,1,4,3.132,2,1.0,0.0,0.0,2
2,1,4,3.132,3,1.0,0.0,0.0,2
2,1,4,3.132,4,1.0,0.0,0.0,2
2,1,4,3.132,5,1.0,0.0,0.0,2
2,1,4,3.132,6,1.0,0.0,0.0,2
2,1,4,3.132,7,1.0,0.0,0.0,2
2,1,4,3.132,8,1.0,34.4,1.7,0
2,1,4,3.132,9,1.0,36.6,1.8,0
2,1,4,3.132,10,1.0,43.3,1.8,1
2,1,3,3.24,1,1.0,0.0,0.0,2
2,1,3,3.24,2,1.0,0.0,0.0,2
2,1,3,3.24,3,1.0,0.0,0.0,2
2,1,3,3.24,4,1.0,0.0,0.0,2
2,1,3,3.24,5,1.0,0.0,0.0,2
2,1,3,3.24,6,1.0,78.4,1.0,0
2,1,3,3.24,7,1.0,78.3,1.0,0
2,1,3,3.24,8,1.0,78.4,1.2,0
2,1,3,3.24,9,1.0,80.4,1.1,0
2,1,3,3.24,10,1.0,82.7,0.9,1
2,1,4,3.241,1,1.0,0.0,0.0,2
2,1,4,3.241,2,1.0,0.0,0.0,2
2,1,4,3.241,3,1.0,0.0,0.0,2
2,1,4,3.241,4,1.0,0.0,0.0,2
2,1,4,3.241,5,1.0,0.0,0.0,2
2,1,4,3.241,6,1.0,80.6,1.5,0
2,1,4,3.241,7,1.0,80.2,1.5,0
2,1,4,3.241,8,1.0,79.6,1.6,0
2,1,4,3.241,9,1.0,81.8,1.3,0
2,1,4,3.241,10,1.0,85.6,1.1,1
2,1,4,3.242,1,1.0,0.0,0.0,2
2,1,4,3.242,2,1.0,0.0,0.0,2
2,1,4,3.242,3,1.0,0.0,0.0,2
2,1,4,3.242,4,1.0,0.0,0.0,2
2,1,4,3.242,5,1.0,0.0,0.0,2
2,1,4,3.242,6,1.0,75.7,1.2,0
2,1,4,3.242,7,1.0,76.3,1.2,0
2,1,4,3.242,8,1.0,77.1,1.6,0
2,1,4,3.242,9,1.0,78.8,1.7,0
2,1,4,3.242,10,1.0,79.6,1.4,1
2,1,3,3.25,1,1.0,68.9,1.1,0
2,1,3,3.25,2,1.0,72.3,1.5,0
2,1,3,3.25,3,1.0,73.8,1.9,0
2,1,3,3.25,4,1.0,75.0,1.5,0
2,1,3,3.25,5,1.0,76.5,1.3,0
2,1,3,3.25,6,1.0,79.9,1.1,0
2,1,3,3.25,7,1.0,80.3,1.5,0
2,1,3,3.25,8,1.0,81.6,1.5,0
2,1,3,3.25,9,1.0,83.8,1.2,0
2,1,3,3.25,10,1.0,84.9,1.4,1
2,1,4,3.251,1,1.0,68.9,1.1,0
2,1,4,3.251,2,1.0,73.2,1.8,0
2,1,4,3.251,3,1.0,74.6,2.2,0
2,1,4,3.251,4,1.0,75.8,2.0,0
2,1,4,3.251,5,1.0,77.7,1.7,0
2,1,4,3.251,6,1.0,81.3,1.5,0
2,1,4,3.251,7,1.0,81.9,1.9,0
2,1,4,3.251,8,1.0,82.7,1.8,0
2,1,4,3.251,9,1.0,82.9,1.5,0
2,1,4,3.251,10,1.0,85.9,1.6,1
2,1,4,3.252,1,1.0,68.9,1.7,0
2,1,4,3.252,2,1.0,71.2,2.0,0
2,1,4,3.252,3,1.0,73.0,2.3,0
2,1,4,3.252,4,1.0,73.9,1.9,0
2,1,4,3.252,5,1.0,74.8,1.8,0
2,1,4,3.252,6,1.0,78.0,1.3,0
2,1,4,3.252,7,1.0,78.3,1.5,0
2,1,4,3.252,8,1.0,80.3,1.9,0
2,1,4,3.252,9,1.0,84.5,1.9,0
2,1,4,3.252,10,1.0,83.7,2.2,1
2,1,5,5.1,1,1.0,59.6,1.7,0
2,1,5,5.1,2,1.0,64.7,1.5,0
2,1,5,5.1,3,1.0,63.4,1.9,0
2,1,5,5.1,4,1.0,65.7,1.9,0
2,1,5,5.1,5,1.0,67.7,1.3,0
2,1,5,5.1,6,1.0,69.7,1.5,0
2,1,5,5.1,7,1.0,70.0,1.5,0
2,1,5,5.1,8,1.0,69.1,1.5,0
2,1,5,5.1,9,1.0,71.6,1.6,0
2,1,5,5.1,10,1.0,73.5,1.5,1
2,1,5,5.2,1,1.0,58.0,1.4,0
2,1,5,5.2,2,1.0,67.3,1.6,0
2,1,5,5.2,3,1.0,66.2,1.2,0
2,1,5,5.2,4,1.0,66.5,1.2,0
2,1,5,5.2,5,1.0,69.6,1.5,0
2,1,5,5.2,6,1.0,70.5,1.4,0
2,1,5,5.2,7,1.0,71.7,1.5,0
2,1,5,5.2,8,1.0,73.9,1.1,0
2,1,5,5.2,9,1.0,73.5,1.2,0
2,1,5,5.2,10,1.0,72.6,1.6,1
2,1,5,5.3,1,1.0,56.0,1.2,0
2,1,5,5.3,2,1.0,68.6,1.4,0
2,1,5,5.3,3,1.0,68.8,1.3,0
2,1,5,5.3,4,1.0,69.0,1.3,0
2,1,5,5.3,5,1.0,68.7,1.3,0
2,1,5,5.3,6,1.0,68.6,1.2,0
2,1,5,5.3,7,1.0,68.3,1.5,0
2,1,5,5.3,8,1.0,71.6,1.5,0
2,1,5,5.3,9,1.0,72.9,1.3,0
2,1,5,5.3,10,1.0,73.8,1.4,1
2,1,5,5.4,1,1.0,52.4,1.7,0
2,1,5,5.4,2,1.0,62.2,1.1,0
2,1,5,5.4,3,1.0,63.7,1.2,0
2,2,2,2.1,9,1.0,74.3,0.9,0
2,1,5,5.4,4,1.0,64.7,1.6,0
2,1,5,5.4,5,1.0,65.3,1.5,0
2,1,5,5.4,6,1.0,66.9,1.6,0
2,1,5,5.4,7,1.0,66.8,1.8,0
2,1,5,5.4,8,1.0,65.6,1.5,0
2,1,5,5.4,9,1.0,67.4,1.8,0
2,1,5,5.4,10,1.0,71.7,1.8,1
2,2,1,1.1,1,1.0,54.9,0.8,0
2,2,1,1.1,2,1.0,65.2,0.8,0
2,2,1,1.1,3,1.0,66.1,0.6,0
2,2,1,1.1,4,1.0,66.9,0.8,0
2,2,1,1.1,5,1.0,67.8,0.8,0
2,2,1,1.1,6,1.0,68.7,0.8,0
2,2,1,1.1,7,1.0,69.1,1.0,0
2,2,1,1.1,8,1.0,69.8,0.9,0
2,2,1,1.1,9,1.0,71.1,0.9,0
2,2,1,1.1,10,1.0,72.6,1.0,1
2,2,2,2.1,1,1.0,59.4,1.0,0
2,2,2,2.1,2,1.0,68.6,0.9,0
2,2,2,2.1,3,1.0,70.4,0.8,0
2,2,2,2.1,4,1.0,72.1,1.0,0
2,2,2,2.1,5,1.0,72.8,0.9,0
2,2,2,2.1,6,1.0,73.2,1.0,0
2,2,2,2.1,7,1.0,72.9,1.2,0
2,2,2,2.1,8,1.0,72.8,1.0,0
2,2,2,2.1,10,1.0,76.0,1.2,1
2,2,2,2.2,1,1.0,50.7,1.0,0
2,2,2,2.2,2,1.0,62.0,1.2,0
2,2,2,2.2,3,1.0,61.9,1.1,0
2,2,2,2.2,4,1.0,61.9,1.3,0
2,2,2,2.2,5,1.0,63.0,1.1,0
2,2,2,2.2,6,1.0,64.5,0.9,0
2,2,2,2.2,7,1.0,65.5,1.1,0
2,2,2,2.2,8,1.0,67.0,1.1,0
2,2,2,2.2,9,1.0,68.1,1.1,0
2,2,2,2.2,10,1.0,69.4,1.2,1
2,2,3,3.11,1,1.0,53.8,1.0,0
2,2,3,3.11,2,1.0,63.9,1.2,0
2,2,3,3.11,3,1.0,65.1,0.9,0
2,2,3,3.11,4,1.0,65.8,1.1,0
2,2,3,3.11,5,1.0,66.9,1.0,0
2,2,3,3.11,6,1.0,67.8,1.0,0
2,2,3,3.11,7,1.0,68.3,1.3,0
2,2,3,3.11,8,1.0,69.6,1.0,0
2,2,3,3.11,9,1.0,70.9,0.8,0
2,2,3,3.11,10,1.0,71.6,1.2,1
2,2,4,3.111,1,1.0,60.6,1.2,0
2,2,4,3.111,2,1.0,69.9,1.2,0
2,2,4,3.111,3,1.0,71.6,1.0,0
2,2,4,3.111,4,1.0,72.5,1.2,0
2,2,4,3.111,5,1.0,73.4,1.0,0
2,2,4,3.111,6,1.0,74.2,1.3,0
2,2,4,3.111,7,1.0,73.8,1.5,0
2,2,4,3.111,8,1.0,74.2,1.1,0
2,2,4,3.111,9,1.0,75.6,1.0,0
2,2,4,3.111,10,1.0,76.0,1.4,1
2,2,4,3.112,1,1.0,47.4,1.2,0
2,2,4,3.112,2,1.0,58.2,1.8,0
2,2,4,3.112,3,1.0,58.7,1.6,0
2,2,4,3.112,4,1.0,59.4,1.7,0
2,2,4,3.112,5,1.0,60.7,1.5,0
2,2,4,3.112,6,1.0,61.7,1.3,0
2,2,4,3.112,7,1.0,62.9,1.4,0
2,2,4,3.112,8,1.0,65.2,1.3,0
2,2,4,3.112,9,1.0,66.3,1.2,0
2,2,4,3.112,10,1.0,67.4,1.6,1
2,2,3,3.12,1,1.0,61.8,1.0,0
2,2,3,3.12,2,1.0,70.0,1.1,0
2,2,3,3.12,3,1.0,73.3,1.2,0
2,2,3,3.12,4,1.0,76.0,1.2,0
4,2,2,2.1,8,1.0,22.0,0.8,0
2,2,3,3.12,5,1.0,74.9,1.0,0
2,2,3,3.12,6,1.0,75.2,1.0,0
2,2,3,3.12,7,1.0,76.4,1.2,0
2,2,3,3.12,8,1.0,76.3,1.1,0
2,2,3,3.12,9,1.0,75.7,1.1,0
2,2,3,3.12,10,1.0,75.7,1.1,1
2,2,4,3.121,1,1.0,56.7,1.2,0
2,2,4,3.121,2,1.0,61.7,1.7,0
2,2,4,3.121,3,1.0,66.3,2.1,0
2,2,4,3.121,4,1.0,71.6,2.2,0
2,2,4,3.121,5,1.0,71.1,1.7,0
2,2,4,3.121,6,1.0,69.1,1.2,0
2,2,4,3.121,7,1.0,69.6,1.4,0
2,2,4,3.121,8,1.0,69.1,1.4,0
2,2,4,3.121,9,1.0,69.8,1.7,0
2,2,4,3.121,10,1.0,70.9,1.9,1
2,2,4,3.122,1,1.0,66.0,1.4,0
2,2,4,3.122,2,1.0,76.9,1.5,0
2,2,4,3.122,3,1.0,79.1,1.5,0
2,2,4,3.122,4,1.0,79.7,1.5,0
2,2,6,6.13,4,1.3,78.5,1.7,0
2,2,4,3.122,5,1.0,78.1,1.4,0
2,2,4,3.122,6,1.0,80.2,1.3,0
2,2,4,3.122,7,1.0,82.1,1.3,0
2,2,4,3.122,8,1.0,82.3,1.2,0
2,2,4,3.122,9,1.0,80.5,1.2,0
2,2,4,3.122,10,1.0,79.6,1.2,1
2,2,3,3.13,1,1.0,0.0,0.0,2
2,2,3,3.13,2,1.0,0.0,0.0,2
2,2,3,3.13,3,1.0,0.0,0.0,2
2,2,3,3.13,4,1.0,0.0,0.0,2
2,2,3,3.13,5,1.0,0.0,0.0,2
2,2,3,3.13,6,1.0,0.0,0.0,2
2,2,3,3.13,7,1.0,0.0,0.0,2
2,2,3,3.13,8,1.0,40.0,1.5,0
2,2,3,3.13,9,1.0,42.6,1.3,0
2,2,3,3.13,10,1.0,49.6,1.3,1
2,2,4,3.131,1,1.0,0.0,0.0,2
2,2,4,3.131,2,1.0,0.0,0.0,2
2,2,4,3.131,3,1.0,0.0,0.0,2
2,2,4,3.131,4,1.0,0.0,0.0,2
2,2,4,3.131,5,1.0,0.0,0.0,2
2,2,4,3.131,6,1.0,0.0,0.0,2
2,2,4,3.131,7,1.0,0.0,0.0,2
2,2,4,3.131,8,1.0,46.3,2.2,0
2,2,4,3.131,9,1.0,49.5,1.7,0
2,2,4,3.131,10,1.0,56.8,1.7,1
2,2,4,3.132,1,1.0,0.0,0.0,2
2,2,4,3.132,2,1.0,0.0,0.0,2
2,2,4,3.132,3,1.0,0.0,0.0,2
2,2,4,3.132,4,1.0,0.0,0.0,2
2,2,4,3.132,5,1.0,0.0,0.0,2
2,2,4,3.132,6,1.0,0.0,0.0,2
2,2,4,3.132,7,1.0,0.0,0.0,2
2,2,4,3.132,8,1.0,34.5,1.9,0
2,2,4,3.132,9,1.0,36.5,1.8,0
2,2,4,3.132,10,1.0,43.3,1.7,1
2,2,3,3.24,1,1.0,0.0,0.0,2
2,2,3,3.24,2,1.0,0.0,0.0,2
2,2,3,3.24,3,1.0,0.0,0.0,2
2,2,3,3.24,4,1.0,0.0,0.0,2
2,2,3,3.24,5,1.0,0.0,0.0,2
2,2,3,3.24,6,1.0,77.1,1.2,0
2,2,3,3.24,7,1.0,77.2,1.1,0
2,2,3,3.24,8,1.0,77.5,1.3,0
2,2,3,3.24,9,1.0,79.6,1.2,0
2,2,3,3.24,10,1.0,82.0,0.9,1
2,2,4,3.241,1,1.0,0.0,0.0,2
2,2,4,3.241,2,1.0,0.0,0.0,2
2,2,4,3.241,3,1.0,0.0,0.0,2
2,2,4,3.241,4,1.0,0.0,0.0,2
2,2,4,3.241,5,1.0,0.0,0.0,2
2,2,4,3.241,6,1.0,79.3,1.8,0
2,2,4,3.241,7,1.0,78.9,1.7,0
2,2,4,3.241,8,1.0,78.8,1.7,0
2,2,4,3.241,9,1.0,81.3,1.4,0
2,2,4,3.241,10,1.0,85.4,1.2,1
2,2,4,3.242,1,1.0,0.0,0.0,2
2,2,4,3.242,2,1.0,0.0,0.0,2
2,2,4,3.242,3,1.0,0.0,0.0,2
2,2,4,3.242,4,1.0,0.0,0.0,2
2,2,4,3.242,5,1.0,0.0,0.0,2
2,2,4,3.242,6,1.0,74.6,1.3,0
2,2,4,3.242,7,1.0,75.3,1.2,0
2,2,4,3.242,8,1.0,76.3,1.7,0
2,2,4,3.242,9,1.0,77.8,1.8,0
2,2,4,3.242,10,1.0,78.6,1.5,1
2,2,3,3.25,1,1.0,64.8,1.1,0
2,2,3,3.25,2,1.0,69.8,1.7,0
2,2,3,3.25,3,1.0,71.6,2.2,0
2,2,3,3.25,4,1.0,73.9,1.9,0
2,2,3,3.25,5,1.0,75.5,1.4,0
2,2,3,3.25,6,1.0,78.8,1.3,0
2,2,3,3.25,7,1.0,79.3,1.7,0
2,2,3,3.25,8,1.0,81.0,1.6,0
2,2,3,3.25,9,1.0,83.0,1.3,0
2,2,3,3.25,10,1.0,84.1,1.5,1
2,2,4,3.251,1,1.0,63.9,1.5,0
2,2,4,3.251,2,1.0,70.1,2.2,0
2,2,4,3.251,3,1.0,71.8,2.7,0
2,2,4,3.251,4,1.0,74.6,2.4,0
2,2,4,3.251,5,1.0,76.8,2.0,0
